project_key,project_name,project_description,project_start_date,project_end_date,project_progress,project_parent,originating_department
1ff11111-a171-4add-a283-cf08d2d2c4ef,Research Hong Kong architectural paranoia (1),"Research Hong Kong architectural paranoia

Description:
Conduct thorough research on Hong Kong's unique architectural landscape and its potential to heighten the psychological thriller elements of the story, focusing on claustrophobia, surveillance, and urban isolation.

Resources needed:
• Screenwriter
• Research Assistant
• Hong Kong Cultural Consultant",6/2/2026,6/26/2026,0,4cf96d54-1c52-4486-a308-3d1e572331a5,PlanExe
1e39cab4-3bac-44c6-a934-794a667659d6,Write first draft of screenplay,"Write first draft of screenplay

Description:
Based on the outline and research, write the first draft of the screenplay, incorporating the Hong Kong setting, modern themes, and architectural paranoia elements, while adhering to the 'no smoking' policy.

Resources needed:
• Screenwriter",6/26/2026,7/20/2026,0,1ff11111-a171-4add-a283-cf08d2d2c4ef,PlanExe
359425ee-88d0-47ea-9fe5-551e2127f8f6,Review and revise screenplay draft,"Review and revise screenplay draft

Description:
Conduct a series of review sessions with the director, producer, and other key stakeholders to provide feedback on the first draft, followed by revisions to address concerns and improve the script's overall quality.

Resources needed:
• Screenwriter
• Director
• Producer
• Script Editor",7/20/2026,8/13/2026,0,1e39cab4-3bac-44c6-a934-794a667659d6,PlanExe
acdbd8f4-89a3-474d-84cc-4795a767dc1e,Finalize screenplay for production,"Finalize screenplay for production

Description:
Incorporate all feedback and revisions to create a final, polished screenplay that is ready for production, ensuring it meets all creative and technical requirements, including censorship guidelines and budget constraints.

Resources needed:
• Screenwriter
• Director
• Producer
• Legal Counsel",8/13/2026,9/6/2026,0,1937fa8f-c3cb-43fb-8d23-4cc693e1025c,PlanExe
1bf7cc14-3797-421e-9f62-ed33c52e4a55,Finalize Screenplay Adaptation,,9/6/2026,12/7/2026,0,1937fa8f-c3cb-43fb-8d23-4cc693e1025c,PlanExe
316ed6f7-93d3-4f1d-a39b-c76dcb175236,Outline Hong Kong Adaptation,"Outline Hong Kong Adaptation

Description:
Develop a detailed outline of the screenplay adaptation, focusing on how the original story will be adapted to a Hong Kong setting, including key plot points, character arcs, and thematic elements. This includes researching Hong Kong culture, architecture, and social dynamics to ensure authenticity and relevance.

Resources needed:
• Screenwriter
• Hong Kong Cultural Consultant
• Director",9/6/2026,9/29/2026,0,1bf7cc14-3797-421e-9f62-ed33c52e4a55,PlanExe
5318c083-f987-4a3c-9c9f-f1d8cb6772c0,First Draft Screenplay,"First Draft Screenplay

Description:
Write the first draft of the screenplay, incorporating the outline and research findings. This includes developing dialogue, action sequences, and scene descriptions that are appropriate for the Hong Kong setting and the updated storyline. Ensure the script adheres to the 'no smoking' policy.

Resources needed:
• Screenwriter
• Script Editing Software",9/29/2026,10/22/2026,0,316ed6f7-93d3-4f1d-a39b-c76dcb175236,PlanExe
5c520086-9597-409e-acbc-c5459e7b09d5,Feedback and Revision,"Feedback and Revision

Description:
Gather feedback on the first draft from the director, producers, and other key stakeholders. Revise the screenplay based on this feedback, addressing any issues with plot, character development, pacing, or thematic consistency. This may involve multiple rounds of revisions.

Resources needed:
• Screenwriter
• Director
• Producers
• Script Editor",10/22/2026,11/14/2026,0,5318c083-f987-4a3c-9c9f-f1d8cb6772c0,PlanExe
e3402f39-970a-492c-8d77-b235cc33949b,Polish and Finalize Script,"Polish and Finalize Script

Description:
Polish the revised screenplay, focusing on dialogue, pacing, and overall flow. Ensure the script is ready for production, with clear scene descriptions, action sequences, and character motivations. Obtain final approval from the director and producers.

Resources needed:
• Screenwriter
• Script Editor
• Director
• Producers",11/14/2026,12/7/2026,0,1bf7cc14-3797-421e-9f62-ed33c52e4a55,PlanExe
47baa874-5487-4996-a1ab-f65577631fcd,Select Director,,12/7/2026,1/6/2027,0,1bf7cc14-3797-421e-9f62-ed33c52e4a55,PlanExe
87288bd4-a113-425b-a774-e69a661ac759,Define Lead Actor Profile,"Define Lead Actor Profile

Description:
Establish the specific characteristics, skills, and experience required for the lead actor role. This includes physical attributes, acting range, and suitability for the Hong Kong setting.

Resources needed:
• Director
• Producer
• Casting Director
• Screenwriter",12/7/2026,12/13/2026,0,47baa874-5487-4996-a1ab-f65577631fcd,PlanExe
9c5eeb53-507a-4dbc-90a2-21fb49768c58,Research Potential Lead Actors,"Research Potential Lead Actors

Description:
Identify a pool of potential lead actors who meet the defined profile. This involves researching actors with relevant experience, reviewing their past performances, and assessing their availability.

Resources needed:
• Casting Director
• Research Assistant
• Online Databases (IMDbPro, etc.)",12/13/2026,12/19/2026,0,87288bd4-a113-425b-a774-e69a661ac759,PlanExe
90e7d20c-13e0-4998-b18d-27f954f52f02,Conduct Auditions and Screen Tests (1),"Conduct Auditions and Screen Tests

Description:
Organize and conduct auditions and screen tests for shortlisted actors. This includes providing actors with script excerpts, directing their performances, and evaluating their suitability for the role.

Resources needed:
• Director
• Casting Director
• Audition Space
• Camera Crew
• Sound Equipment",12/19/2026,12/25/2026,0,9c5eeb53-507a-4dbc-90a2-21fb49768c58,PlanExe
cc89a3aa-df27-40d9-a163-c14b99a69cb1,Negotiate Contract Terms (1),"Negotiate Contract Terms

Description:
Negotiate contract terms with the selected lead actor's agent or representative. This includes salary, benefits, working conditions, and other relevant clauses.

Resources needed:
• Producer
• Legal Counsel
• Agent/Representative",12/25/2026,12/31/2026,0,90e7d20c-13e0-4998-b18d-27f954f52f02,PlanExe
338ed60c-b307-4b1d-a851-66910d3d1c0a,Finalize Lead Actor Agreement,"Finalize Lead Actor Agreement

Description:
Finalize and execute the agreement with the lead actor, ensuring that all terms and conditions are clearly defined and agreed upon by both parties.

Resources needed:
• Producer
• Legal Counsel
• Agent/Representative
• Lead Actor",12/31/2026,1/6/2027,0,47baa874-5487-4996-a1ab-f65577631fcd,PlanExe
7a2c3c64-1c1a-4039-84c5-6dff814096bb,Cast Lead Actor,,1/6/2027,2/20/2027,0,dfacbf8c-f552-45fd-b070-3ed3181efe1d,PlanExe
e33090b4-ee64-469f-8458-6deae5d38bcb,Identify potential lead actors,"Identify potential lead actors

Description:
Research and compile a list of actors suitable for the lead role, considering their acting skills, marketability, and availability.

Resources needed:
• Casting director
• Producer
• Director
• IMDbPro
• Talent agencies",1/6/2027,1/15/2027,0,7a2c3c64-1c1a-4039-84c5-6dff814096bb,PlanExe
80d64560-c8e7-4852-9fdd-dca3b90b646e,Contact agents and assess interest,"Contact agents and assess interest

Description:
Reach out to the agents of potential lead actors to gauge their interest in the project and inquire about their availability and salary expectations.

Resources needed:
• Casting director
• Producer
• Talent agencies
• Legal counsel",1/15/2027,1/24/2027,0,e33090b4-ee64-469f-8458-6deae5d38bcb,PlanExe
a33f062d-bc55-4291-88a6-cf29b3abc9f7,Conduct auditions and screen tests (2),"Conduct auditions and screen tests

Description:
Organize and conduct auditions and screen tests for the most promising candidates to assess their suitability for the role and their chemistry with other actors.

Resources needed:
• Casting director
• Director
• Producer
• Audition space
• Camera crew",1/24/2027,2/2/2027,0,80d64560-c8e7-4852-9fdd-dca3b90b646e,PlanExe
7b9cf203-4682-4972-b54a-e12db6bbf14a,Negotiate contract terms (2),"Negotiate contract terms

Description:
Negotiate contract terms with the chosen lead actor, including salary, schedule, and other relevant clauses.

Resources needed:
• Producer
• Legal counsel
• Talent agent",2/2/2027,2/11/2027,0,a33f062d-bc55-4291-88a6-cf29b3abc9f7,PlanExe
8f59fafc-f6d4-48a9-af36-b3aa4fe8bb8a,Finalize and sign contract,"Finalize and sign contract

Description:
Finalize the contract with the lead actor and obtain all necessary signatures.

Resources needed:
• Producer
• Legal counsel
• Talent agent",2/11/2027,2/20/2027,0,7a2c3c64-1c1a-4039-84c5-6dff814096bb,PlanExe
82f211f3-c501-460a-a229-db38de628e61,Pre-Production,,2/20/2027,10/4/2027,0,dfacbf8c-f552-45fd-b070-3ed3181efe1d,PlanExe
14510b52-c1ea-4e81-98c7-4766e0473d4f,Location Scouting in Hong Kong,,2/20/2027,3/16/2027,0,82f211f3-c501-460a-a229-db38de628e61,PlanExe
728e7fde-747b-4365-90f8-d02881dc6dd0,Identify Key Hong Kong Locations,"Identify Key Hong Kong Locations

Description:
Objective: Identify diverse locations that fit the film's aesthetic and narrative requirements.
Scope: Research and compile a list of potential filming locations, including urban, rural, and iconic landmarks.
Steps: Conduct online research, consult with local experts, and create a database of potential locations with photos and descriptions.
Deliverables: A comprehensive list of potential filming locations with detailed information.

Resources needed:
• Location Scout
• Research Assistant
• Transportation",2/20/2027,2/26/2027,0,14510b52-c1ea-4e81-98c7-4766e0473d4f,PlanExe
c5defb23-d5e0-41f5-8086-3ba7da0e4d72,Assess Location Accessibility and Logistics,"Assess Location Accessibility and Logistics

Description:
Objective: Evaluate the feasibility of filming at each location, considering accessibility, permits, and logistical challenges.
Scope: Assess the accessibility of each location for equipment and crew, identify potential logistical challenges, and research permit requirements.
Steps: Visit each location, assess accessibility, identify potential challenges, and research permit requirements.
Deliverables: A report detailing the accessibility, logistical challenges, and permit requirements for each location.

Resources needed:
• Location Scout
• Logistics Coordinator
• Permitting Specialist
• Transportation",2/26/2027,3/4/2027,0,728e7fde-747b-4365-90f8-d02881dc6dd0,PlanExe
e1ada426-7814-4d24-9575-1472319a15dc,Negotiate Location Agreements and Fees,"Negotiate Location Agreements and Fees

Description:
Objective: Secure agreements with location owners and negotiate fees for filming.
Scope: Contact location owners, negotiate agreements, and secure permits for filming.
Steps: Contact location owners, negotiate agreements, secure permits, and finalize contracts.
Deliverables: Signed location agreements and permits.

Resources needed:
• Producer
• Location Manager
• Legal Counsel",3/4/2027,3/10/2027,0,c5defb23-d5e0-41f5-8086-3ba7da0e4d72,PlanExe
734b4121-6140-43a1-8811-dc8d818bbbef,Photograph and Document Locations,"Photograph and Document Locations

Description:
Objective: Capture high-quality photos and videos of each location for pre-production planning.
Scope: Photograph and document each location, including interior and exterior shots, and create a virtual tour.
Steps: Photograph and document each location, create a virtual tour, and compile a photo and video library.
Deliverables: A comprehensive photo and video library of each location.

Resources needed:
• Photographer
• Videographer
• Equipment
• Location Scout",3/10/2027,3/16/2027,0,14510b52-c1ea-4e81-98c7-4766e0473d4f,PlanExe
fd6a4e26-e68f-46e2-8913-e2ef91cbbb62,Casting of Supporting Roles,,3/16/2027,4/15/2027,0,14510b52-c1ea-4e81-98c7-4766e0473d4f,PlanExe
4e31ac3f-e846-4a13-9517-68fd3a79f96d,Define Supporting Role Requirements,"Define Supporting Role Requirements

Description:
Clearly define the requirements for each supporting role, including character descriptions, acting experience, and any specific skills or attributes needed.

Resources needed:
• Director
• Casting Director
• Screenwriter",3/16/2027,3/22/2027,0,fd6a4e26-e68f-46e2-8913-e2ef91cbbb62,PlanExe
87a8761c-7353-4ee2-aa03-edb81c64b9d3,Hold Initial Casting Calls,"Hold Initial Casting Calls

Description:
Organize and conduct initial casting calls to audition actors for the supporting roles. This includes advertising the casting calls, reviewing submissions, and scheduling auditions.

Resources needed:
• Casting Director
• Casting Assistant
• Audition Space",3/22/2027,3/28/2027,0,4e31ac3f-e846-4a13-9517-68fd3a79f96d,PlanExe
648a4bbc-4308-43fb-9737-f9de8e2cf704,Review Auditions and Shortlist Actors,"Review Auditions and Shortlist Actors

Description:
Review the audition tapes and performances of the actors who attended the initial casting calls. Create a shortlist of actors who are suitable for the supporting roles.

Resources needed:
• Director
• Casting Director
• Producers",3/28/2027,4/3/2027,0,87a8761c-7353-4ee2-aa03-edb81c64b9d3,PlanExe
59b68b72-303c-44ca-b33d-be203a05535f,Conduct Callbacks and Chemistry Reads,"Conduct Callbacks and Chemistry Reads

Description:
Invite the shortlisted actors back for callbacks and chemistry reads with the lead actors. This will help determine the best fit for each supporting role and ensure good on-screen chemistry.

Resources needed:
• Director
• Casting Director
• Lead Actors
• Audition Space",4/3/2027,4/9/2027,0,648a4bbc-4308-43fb-9737-f9de8e2cf704,PlanExe
914b71dc-d2d6-4c48-9d26-b4ddc13db2d5,Finalize Supporting Cast Selection,"Finalize Supporting Cast Selection

Description:
Make the final selection of actors for the supporting roles based on their auditions, callbacks, and chemistry reads. Negotiate contracts and finalize agreements with the selected actors.

Resources needed:
• Director
• Casting Director
• Producers
• Legal Counsel",4/9/2027,4/15/2027,0,fd6a4e26-e68f-46e2-8913-e2ef91cbbb62,PlanExe
c880fce9-fff5-4795-bc6d-a5b9eb2abbaa,Set Design and Construction,,4/15/2027,6/14/2027,0,fd6a4e26-e68f-46e2-8913-e2ef91cbbb62,PlanExe
8464e684-fb82-46f0-8f69-c7c7bed30fb1,Finalize Set Designs,"Finalize Set Designs

Description:
Complete all set designs, incorporating director feedback and ensuring alignment with the film's visual style. This includes detailed blueprints, 3D models, and material specifications.

Resources needed:
• Production Designer
• Art Director
• Set Designers
• Director",4/15/2027,4/27/2027,0,c880fce9-fff5-4795-bc6d-a5b9eb2abbaa,PlanExe
66e6f564-93d1-451b-b4e7-6ef488273f15,Source Construction Materials,"Source Construction Materials

Description:
Identify and secure all necessary construction materials, including lumber, steel, paint, and decorative elements. Obtain quotes from multiple suppliers and negotiate favorable pricing.

Resources needed:
• Set Decorator
• Construction Foreman
• Purchasing Agent",4/27/2027,5/9/2027,0,8464e684-fb82-46f0-8f69-c7c7bed30fb1,PlanExe
fb59231b-6584-4e98-aa09-991ef280af9e,Hire Construction Crew,"Hire Construction Crew

Description:
Recruit and hire a skilled construction crew, including carpenters, electricians, painters, and laborers. Conduct interviews, verify credentials, and negotiate contracts.

Resources needed:
• Construction Foreman
• Production Manager
• HR Representative",5/9/2027,5/21/2027,0,66e6f564-93d1-451b-b4e7-6ef488273f15,PlanExe
b9946d38-0636-480f-bb05-e10fc6f8649a,Construct Sets,"Construct Sets

Description:
Oversee the construction of all sets according to the finalized designs and specifications. Ensure adherence to safety regulations and quality standards. Manage the construction schedule and budget.

Resources needed:
• Construction Foreman
• Carpenters
• Electricians
• Painters
• Laborers
• Set Decorator",5/21/2027,6/2/2027,0,fb59231b-6584-4e98-aa09-991ef280af9e,PlanExe
dd06c4de-7c38-45b6-93d1-1018b734dede,Inspect and Approve Sets,"Inspect and Approve Sets

Description:
Conduct thorough inspections of all completed sets to ensure they meet the required standards for safety, functionality, and visual appeal. Obtain final approval from the director and production designer.

Resources needed:
• Director
• Production Designer
• Construction Foreman
• Safety Inspector",6/2/2027,6/14/2027,0,c880fce9-fff5-4795-bc6d-a5b9eb2abbaa,PlanExe
3f0de406-07aa-4a99-8b1b-80a92c5c36d2,Costume Design and Fabrication,,6/14/2027,7/29/2027,0,c880fce9-fff5-4795-bc6d-a5b9eb2abbaa,PlanExe
c2e29eec-c4ab-47da-91a2-e2fc550ecb84,Research Hong Kong fashion trends,"Research Hong Kong fashion trends

Description:
Research current and historical fashion trends in Hong Kong to inform costume design choices, ensuring authenticity and relevance to the setting.

Resources needed:
• Fashion researcher
• Hong Kong cultural consultant
• Online fashion databases",6/14/2027,6/23/2027,0,3f0de406-07aa-4a99-8b1b-80a92c5c36d2,PlanExe
9cadda32-d308-4507-ae05-67a551061e9d,Source fabrics and materials locally,"Source fabrics and materials locally

Description:
Identify and source fabrics, trims, and other materials from local suppliers in Hong Kong to support the local economy and ensure timely delivery.

Resources needed:
• Costume designer
• Local sourcing agent
• Fabric samples",6/23/2027,7/2/2027,0,c2e29eec-c4ab-47da-91a2-e2fc550ecb84,PlanExe
80a34ec9-12b0-43e8-acfa-3c9a05c9cf55,Design costumes for lead actors,"Design costumes for lead actors

Description:
Create detailed costume designs for the lead actors, considering their characters, the Hong Kong setting, and the overall visual style of the film.

Resources needed:
• Costume designer
• Illustrator
• Lead actors",7/2/2027,7/11/2027,0,9cadda32-d308-4507-ae05-67a551061e9d,PlanExe
d3d00de5-7ca4-4a78-a196-e1f03c9855af,Fabricate and tailor costumes,"Fabricate and tailor costumes

Description:
Oversee the fabrication and tailoring of costumes, ensuring they fit the actors perfectly and meet the design specifications.

Resources needed:
• Tailors
• Seamstresses
• Costume supervisor",7/11/2027,7/20/2027,0,80a34ec9-12b0-43e8-acfa-3c9a05c9cf55,PlanExe
93d426a2-ceb5-4cc9-af78-cd58433c7e64,Conduct fittings and alterations,"Conduct fittings and alterations

Description:
Schedule and conduct costume fittings with the actors, making any necessary alterations to ensure a comfortable and flattering fit.

Resources needed:
• Costume designer
• Tailors
• Actors",7/20/2027,7/29/2027,0,3f0de406-07aa-4a99-8b1b-80a92c5c36d2,PlanExe
2c205f9e-e102-489f-9e88-9af526b5ab72,Secure Filming Permits,,7/29/2027,8/28/2027,0,3f0de406-07aa-4a99-8b1b-80a92c5c36d2,PlanExe
7802b753-3c30-46b6-b434-5534b291f766,Identify Key Filming Locations,"Identify Key Filming Locations

Description:
Objective: Identify all required filming locations in Hong Kong.
Scope: Research and document potential locations, considering accessibility, visual appeal, and logistical feasibility.
Steps: 1. Review the script and identify location requirements. 2. Conduct online research and consult with location scouts. 3. Create a shortlist of potential locations for each scene. 4. Document each location with photos, descriptions, and contact information.
Deliverables: A comprehensive list of potential filming locations with detailed information.

Resources needed:
• Location Scout
• Script Supervisor
• Transportation
• Camera",7/29/2027,8/4/2027,0,2c205f9e-e102-489f-9e88-9af526b5ab72,PlanExe
33106dad-ef84-4c64-bbdc-6ba92765aca2,Research Permit Requirements,"Research Permit Requirements

Description:
Objective: Understand the specific permit requirements for each identified filming location.
Scope: Research and document all necessary permits, licenses, and approvals required for filming in Hong Kong.
Steps: 1. Contact the Hong Kong Film Development Council and other relevant government agencies. 2. Review online resources and legal documents. 3. Identify all required permits and their application processes. 4. Document the requirements for each permit, including fees, timelines, and required documentation.
Deliverables: A detailed list of permit requirements for each filming location.

Resources needed:
• Permitting Specialist
• Legal Counsel
• Research Assistant",8/4/2027,8/10/2027,0,7802b753-3c30-46b6-b434-5534b291f766,PlanExe
6872469f-d542-41c3-b28c-32e899a8face,Prepare Permit Applications,"Prepare Permit Applications

Description:
Objective: Prepare all necessary documentation for permit applications.
Scope: Gather and prepare all required documents for each permit application, ensuring accuracy and completeness.
Steps: 1. Collect all required documents, such as location agreements, insurance certificates, and crew lists. 2. Complete the permit application forms accurately and thoroughly. 3. Review all documents for completeness and accuracy. 4. Prepare copies of all documents for submission.
Deliverables: Complete and accurate permit application packages for each filming location.

Resources needed:
• Permitting Specialist
• Administrative Assistant
• Legal Counsel",8/10/2027,8/16/2027,0,33106dad-ef84-4c64-bbdc-6ba92765aca2,PlanExe
6e82f7f2-aa82-4111-bc61-b5d221ee6bc9,Submit Permit Applications,"Submit Permit Applications

Description:
Objective: Submit the completed permit applications to the relevant government agencies.
Scope: Submit the permit applications and track their progress, ensuring timely approval.
Steps: 1. Submit the permit applications to the appropriate government agencies. 2. Track the progress of each application. 3. Respond to any requests for additional information or clarification. 4. Follow up with the agencies to ensure timely approval.
Deliverables: Confirmation of permit application submission and tracking of their progress.

Resources needed:
• Permitting Specialist
• Administrative Assistant
• Courier Service",8/16/2027,8/22/2027,0,6872469f-d542-41c3-b28c-32e899a8face,PlanExe
1311c07a-f89a-40bd-9f99-9bbe0020201c,Liaise with Government Agencies,"Liaise with Government Agencies

Description:
Objective: Maintain communication with government agencies throughout the permitting process.
Scope: Address any concerns or questions raised by the agencies and ensure compliance with all regulations.
Steps: 1. Establish communication channels with the relevant government agencies. 2. Respond to any inquiries or requests for additional information. 3. Attend meetings with agency representatives as needed. 4. Ensure compliance with all regulations and requirements.
Deliverables: Effective communication and collaboration with government agencies to facilitate permit approval.

Resources needed:
• Permitting Specialist
• Legal Counsel
• Public Relations",8/22/2027,8/28/2027,0,2c205f9e-e102-489f-9e88-9af526b5ab72,PlanExe
3ff303c6-e295-4f23-9328-90be872f0ed5,Develop Storyboards and Shot Lists,,8/28/2027,9/22/2027,0,2c205f9e-e102-489f-9e88-9af526b5ab72,PlanExe
41404c5e-a0ab-44b1-a16d-17ff5fb5424f,Research Hong Kong Architectural Paranoia (2),"Research Hong Kong Architectural Paranoia

Description:
Research Hong Kong's unique architectural landscape and how it can be used to heighten the stakes and create a sense of paranoia in the film. This includes studying specific locations, building designs, and urban planning elements that contribute to this feeling.

Resources needed:
• Location scout
• Production designer
• Screenwriter
• Director",8/28/2027,9/2/2027,0,3ff303c6-e295-4f23-9328-90be872f0ed5,PlanExe
8807b2e7-e326-4057-a38d-f6661e9bcf06,Develop Initial Storyboard Sketches,"Develop Initial Storyboard Sketches

Description:
Create initial storyboard sketches for key scenes, focusing on visual composition, camera angles, and character blocking. These sketches will serve as a visual guide for the director and cinematographer during filming.

Resources needed:
• Storyboard artist
• Director
• Cinematographer",9/2/2027,9/7/2027,0,41404c5e-a0ab-44b1-a16d-17ff5fb5424f,PlanExe
d6260b6b-e081-4a14-afcf-d43dc72c464b,Create Detailed Shot Lists,"Create Detailed Shot Lists

Description:
Develop detailed shot lists for each scene, specifying camera angles, lens choices, camera movements, and shot durations. The shot lists will ensure that all necessary footage is captured during filming.

Resources needed:
• Director
• Cinematographer
• Assistant director",9/7/2027,9/12/2027,0,8807b2e7-e326-4057-a38d-f6661e9bcf06,PlanExe
cbfeae96-ecb8-48ab-94d6-a4bd140b224a,Pre-Visualize Complex Action Sequences,"Pre-Visualize Complex Action Sequences

Description:
Use pre-visualization software to create animated storyboards for complex action sequences. This will allow the director and cinematographer to experiment with different camera angles and movements before filming, saving time and money on set.

Resources needed:
• Pre-visualization artist
• Director
• Cinematographer
• VFX supervisor",9/12/2027,9/17/2027,0,d6260b6b-e081-4a14-afcf-d43dc72c464b,PlanExe
f46c5eda-3547-4791-b7f7-f6dcc6643198,Review Storyboards with Key Crew,"Review Storyboards with Key Crew

Description:
Hold a meeting with the director, cinematographer, production designer, and other key crew members to review the storyboards and shot lists. This will ensure that everyone is on the same page regarding the visual style and execution of the film.

Resources needed:
• Director
• Cinematographer
• Production designer
• Assistant director",9/17/2027,9/22/2027,0,3ff303c6-e295-4f23-9328-90be872f0ed5,PlanExe
c103c166-7676-46b3-ac57-6031cb04f1d3,Plan Geopolitical Risk Mitigation,,9/22/2027,10/4/2027,0,82f211f3-c501-460a-a229-db38de628e61,PlanExe
a27498f4-c1c3-4060-9061-b179c1c7d514,Identify potential geopolitical sensitivities,"Identify potential geopolitical sensitivities

Description:
Analyze the screenplay for scenes, dialogue, or themes that could be sensitive in Hong Kong's political climate.

Resources needed:
• Screenplay
• Geopolitical Risk Assessor
• Hong Kong Cultural Liaison",9/22/2027,9/25/2027,0,c103c166-7676-46b3-ac57-6031cb04f1d3,PlanExe
d29b6ae1-d8c6-456e-8962-c573984e46b3,Engage local risk assessment firm,"Engage local risk assessment firm

Description:
Hire a firm with expertise in Hong Kong's political and security landscape to assess potential risks.

Resources needed:
• Producer
• Legal Counsel
• Budget",9/25/2027,9/28/2027,0,a27498f4-c1c3-4060-9061-b179c1c7d514,PlanExe
3b0f54e2-b6c5-44d4-91c8-70064d4ad3a0,Develop contingency filming plans,"Develop contingency filming plans

Description:
Identify alternative filming locations and security protocols in case of unexpected political events.

Resources needed:
• Location Manager
• Security Consultant
• Producer",9/28/2027,10/1/2027,0,d29b6ae1-d8c6-456e-8962-c573984e46b3,PlanExe
bf4a2155-2778-48ff-95db-0ff32cf3e74d,Establish communication protocols,"Establish communication protocols

Description:
Create clear communication channels for disseminating information and responding to potential geopolitical incidents.

Resources needed:
• Producer
• Production Manager
• Public Relations Team",10/1/2027,10/4/2027,0,c103c166-7676-46b3-ac57-6031cb04f1d3,PlanExe
4d2ea584-34f1-433c-abb9-d20910230fac,Production,,10/4/2027,9/2/2028,0,82f211f3-c501-460a-a229-db38de628e61,PlanExe
c99b8ed2-2079-4c67-a2a8-e7ac73d14022,Principal Photography,,10/4/2027,1/17/2028,0,4d2ea584-34f1-433c-abb9-d20910230fac,PlanExe
63d40a82-9d31-4009-a7af-fa2b384531fd,Coordinate Location Logistics,"Coordinate Location Logistics

Description:
Manage transportation, catering, and security at each filming location to ensure smooth operations.

Resources needed:
• Location Manager
• Transportation Coordinator
• Security Personnel
• Catering Staff",10/4/2027,10/25/2027,0,c99b8ed2-2079-4c67-a2a8-e7ac73d14022,PlanExe
c582e752-8637-404e-9aac-d27a9675d6ca,Direct Actors and Capture Performances,"Direct Actors and Capture Performances

Description:
Guide actors to deliver compelling performances according to the script and director's vision.

Resources needed:
• Director
• Actors
• Assistant Director
• Script Supervisor",10/25/2027,11/15/2027,0,63d40a82-9d31-4009-a7af-fa2b384531fd,PlanExe
