Level 1;Level 2;Level 3;Level 4;Task ID
;;;Test and Validate IT Infrastructure;3c1ba2af-c07a-4c68-88d8-52788125fd2f
;Staff Recruitment & Training;;;e7d59ffb-5ad5-4e73-b241-0a241db1c2e8
;;Recruit Research Staff;;d5b0c4bd-c877-4d4c-9b02-ffcc9ddda69e
;;;Draft Job Descriptions;d52f318e-36e5-4ef5-b253-fd8835bd0820
;;;Post Job Openings;62e6bf7b-3793-45e3-b283-0a1675d054d1
;;;Screen Applications;ebac3ad0-be63-46a2-be17-a6253be73056
;;;Conduct Interviews;5f3248eb-fd2a-4b74-b7b7-c935325431f2
;;;Onboard New Hires;7d4f7e19-0ac5-4802-8bec-3e664ec97b11
;;Train Research Staff;;6a49957b-1f74-493b-90c1-b666fe837dcf
;;;Develop PSG scoring training module;8c071756-0271-4ab5-9def-c3c54bf9a758
;;;Create EEG artifact recognition training;99acb767-f370-4236-b74b-cf9c06b8dc3f
;;;Establish inter-rater reliability protocol;f08b431a-1e00-41c7-b23c-d12dfa110333
;;;Train staff on data privacy compliance;1b25e981-2cbd-40d0-92a4-90bf4ef40c46
;;Develop Training Materials;;09180a31-492d-4b59-8c22-68854e5c223b
;;;Outline Training Modules;ca5a4d8b-a0b2-413a-8cb5-463655b2749a
;;;Develop Module Content;8e66dfc7-623f-4e5a-8114-5241e6c96b5c
;;;Design Hands-On Exercises;bda5682c-664a-463d-9ab2-5b66fdfcb410
;;;Create Assessment Tools;5e7bc638-dc48-4b96-8974-b9c7ef1e5576
;Participant Recruitment & Data Collection;;;b0ab152e-4780-4caa-9aab-bcefad365ee8
;;Establish Recruitment Channels;;c0e342d5-5f2a-456a-807c-3a51135107a0
;;;Identify Potential Referral Sources;a397132b-bc22-42a7-9b80-be2791d3add8
;;;Develop Recruitment Materials;dd10d9ed-157f-42f6-b741-b7758ef7ed84
;;;Establish Agreements with Referral Sources;52ad8a2d-eba2-47cf-994b-b60cd7c215c8
;;;Create Online Recruitment Platform;004abf74-6edb-48a0-99e8-d11349ef30b9
;;Recruit Participants;;2b517788-ec1d-4ad0-bb94-8270186d54b9
;;;Develop recruitment materials;e8220c26-86be-432d-a24d-19ed77dd0b61
;;;Engage with referral sources;b76d2560-8614-4acb-b06d-feb58a774fd4
;;;Implement online advertising campaign;dd68ac84-acec-4f2b-a19d-6609eadb2f80
;;;Conduct community outreach events;9d1efe01-7b98-479f-8647-e4d63909e7d4
;;;Screen potential participants;b7da1041-9251-4b28-8684-9fe5c362bdfe
;;Collect Data;;0a0421e4-003a-4288-8c39-db411b9efc69
;;;Schedule Participant Monitoring Sessions;dd403037-62ba-490f-aff8-6fec1505f4a5
;;;Conduct Polysomnography (PSG) Recordings;533ad9d7-8821-4e69-be5b-a2218ddcd8ab
;;;Collect Video-EEG and Sensor Data;a03c778c-0022-4b28-9c9b-0814c754743a
;;;Store and Backup Collected Data;eab6c916-4f70-4f22-9ef4-e56cb1a46604
;;;Monitor Participant Well-being During Sessions;bb450dfd-17b7-49b2-b869-d20e6c4f8b6e
;;Ensure Participant Safety;;26687578-5a03-4c56-9c1c-2a34d8bb8bec
;;;Establish Emergency Response Protocol;4d23b988-edc2-40b5-8df2-ddf9da8345f7
;;;Implement Pre-Screening Procedures;b8272ca7-e474-4b19-a20e-b0912db90efd
;;;Provide Participant Education;2ecf647d-661d-44a5-86cf-dabff9b8d812
;;;Monitor Participants During Sleep Studies;714cd727-38e0-40b7-920b-114ff814bfe7
;;;Address Participant Concerns Promptly;92867f0e-47eb-46eb-a987-841ecb5ee744
;;Manage Participant Data;;c6183ddf-34c7-4c91-be89-10762dc1e2f0
;;;Establish Data Security Protocols;74ace7d6-a09b-4ba3-8ad5-4e425ecd72dc
;;;Implement Data Backup and Recovery;7b77c6b9-4ba6-4080-8af4-9d8980580fab
;;;Ensure GDPR Compliance;d1f7c95d-988d-4c80-93fd-95f54d0aaee9
;;;Monitor Data Quality and Integrity;2203b2b0-2a97-496e-a195-ec807cde36f8
;Data Analysis & Tool Development;;;2ae7aa36-9039-4f6d-bf57-bcb74139f286
;;Annotate Data;;6bb0f155-9c60-4916-ba9c-f09ffb7e731e
;;;Develop Annotation Guidelines;629dc07c-3443-45d1-9827-1618e4efd8da
;;;Train Annotators;997659f4-d4e6-4926-8247-fa52c4c2caad
;;;Perform Data Annotation;2701b345-a44d-4268-b190-002868e68a55
;;;Assess Inter-Rater Reliability;bdeb6d2e-0522-4c48-bc8f-3912c5271655
;;;Refine Annotation Workflow;92578f56-d478-4401-b4ca-4e0b1a12da00
;;Analyze Data;;f2063ce3-80b2-4be3-93a7-a8e0dffffb4d
;;;Clean and Prepare Data;17221d5d-4aba-4dbf-997e-eb9ba32a09ea
;;;Perform Descriptive Statistics;1fa4e4f8-b7d8-44fd-bd45-2b77e0e06ded
;;;Conduct Statistical Modeling;edb7e505-3071-4815-9bc1-d0620df2b032
;;;Visualize Analysis Results;d0863aa5-b0c5-421c-9e03-000344b2083e
;;Develop Event-Triage Tools;;ed7958b2-11fd-4c58-84ff-16deac25d00b
;;;Define Event Criteria;44000901-196a-4e69-82d3-efde63aa1baf
;;;Select Algorithm;8bf5b55d-35ac-4ec7-8017-fd45c1c99001
;;;Train Model;3e3f0611-b245-44b1-9bd9-87190d28a934
;;;Integrate with System;c97cc6f0-6099-4665-bc86-123b3e0b8379
;;Benchmark Event-Triage Tools;;8d511a56-ef92-4c1d-b898-068ff508d107
;;;Define Benchmark Metrics;c7bca3c1-4f03-44aa-9abe-be824e0fa2df
;;;Prepare Gold Standard Dataset;38cf5161-2b73-4b75-b937-146e10c04bb7
;;;Run Benchmarking Experiments;c3e31f65-47c3-4c11-ac63-59854dcccecf
;;;Analyze and Report Results;c6a4988b-f439-49ef-9088-4544ab7e79f3
;Dissemination & Reporting;;;059db610-6c25-4566-9480-ce7f48fd3c12
;;Prepare Publications;;bb1be7ae-9007-4499-9e42-aaa9940a5b4c
;;;Outline manuscript structure and content;0593a797-5272-4f76-b981-1d1f04637b1b
;;;Draft initial manuscript sections;0a77ce97-cc97-4a22-8a01-921d30aec7b4
;;;Review and revise manuscript drafts;ce687e15-ba43-4afc-ac75-ec9509e2ed2b
;;;Finalize manuscript and prepare for submission;d37d3611-428f-4e67-b6f2-3f81ef92f548
;;Submit Publications;;4cf6e2b2-e86d-4b9c-83bd-bed1fa418e13
;;;Format manuscript for target journal;b792d33c-bc6a-4ebb-bbef-6a04687693b2
;;;Write cover letter;6f9c0661-0bd8-4eb2-af31-5413371c2c2a
;;;Submit manuscript online;4b75d344-1551-4104-a389-4b5018b327f0
;;;Track submission status;8522dccc-34e5-4158-9dbf-41a7022afb1a
;;Present Findings;;af871591-79be-48e6-be6d-b3ae38e94ae2
;;;Identify relevant conferences and workshops;e7a22b67-6e8f-4494-9bc2-4792f858bd55
;;;Prepare and submit abstracts;b8730afe-3c49-4d6c-b2ae-5d4f406390b7
;;;Develop presentation materials;7ced20eb-fd1b-4e65-b3ff-8247d3b9547d
;;;Present findings at conferences;444acb91-c8aa-4184-b6fc-26605fea626a
;;Prepare Final Report;;627d8c7e-dd6c-4584-ac05-04abc04e4b28
;;;Summarize Key Findings;de3f7380-269c-4cf1-b7e7-74e92ba65fe5
;;;Draft Report Sections;deb24ee0-507c-4c0c-9f73-2944ff422e29
;;;Integrate and Edit Report;c0d5d4fc-4e52-4e64-a023-586580f382fc
;;;Review and Approve Report;d1501c2d-f289-45b2-bb2d-fa0c7686089d
